text,label
"Is there any Israeli a civilian, in your opinion ?Now, I do not condone myself bombing villages, any kind of villages.But you claim these are villages with civilians, and Iraelis claim they are camps filled with terrorists. You claim that israelis shell the villages with the'hope' of finding a terrorist or so. If they kill one, fine, if not, too bad, civilians die, right ? I am not so sure. As somebody wrote, Saddam Hussein had no problems using civilians in disgustingmanner. And he also claimed 'civilians murdered'. Let me ask you, isn't there at least a slight chance that you (not only, and the question is very general, no insult) are doing a similar type of propaganda in respect to civilians insouthern Lebanon ?Now, a lot people who post here consider 'Israeli soil' kind of Mediteranean sea.How do you define Israeli soil ? From what you say, if you do not clearly recognize the state of Israel, you condone killing israelis anywhere.I do not know what was the pupose of the action you describe. If it was to kill civilians (I doubt), I certainly DO NOT CONDONE IT. If civilians were killed, i do not condone it. Mr. Hernlem, it was YOU, not ME, who was showing a huge satisfaction for 3 israelis (human beings by most standards, Don't know about your standards) killed.If you ask me those questions, I will have no problem answering (not with a question, as you did) : No, NOBODY is qualified candidate for murder, nothingjustifies murder. I have the feeling that you may be able yourself to makesimilar statements, maybe after eliminating all Israelis, jews, ? Am I wrong ?Now tell me, did you also condone Saddam's scuds on israeli 'soldiers' in, let'ssay, Tel Aviv ? From what I understand, a lot of palestineans cheered. What doesit show? It does not qualify for freedom fighting to me ? But again, I may be wrong, and the jewish controlled media distorted the information, and I am justan ignorant victim of the media, like most of us.",9
Dear NettersI want to send EMG-signals from a running person to a computer. Each signal is 4KHz wide and there is up to 30 of them on eachrunning person. The signal is only to be sent over a few hundred meters. It seems to me that the frequency intended for this use isabout 150MHz and about 440MHz.To make the transmitters as light as possible I suppose it will be best the to send the signals in an analog form. As this application is rather specialized I do not expect to be able to buy the exact transmitter-units i need.On the other hand I imagine that I can buy the receiver somewhere. I need a multichannel (up to 30 channels) receiver or 30 complete  receivers in some rack system where one can add as many receivers as needed in the particular case.DO ANYBODY KNOW IF THERE IS EXISTING SUCH RECEIVER SYSTEM ON THE MARKET?,4
"(a) To use for sensitive but not strategically important traffic,(b) if the system was cheap.For example, I don't own a cordless phone.  With Clipper, I would.  If the local men in blue really want to listen to me talk to my friends or order pizza, I'm no worse off than I am now, and I don't have to worry aboutlocal kids or nosy neighbors.That is to say, Clipper ""raises the bar"" on insecure channels.  It doesn't make them secure, by any means, but a wall, even if the FBI can get a master key by court order, is still better than a ""keep off the grass"" sign.So, where can I buy a DES-encrypted cellular phone?  How much does it cost?Personally, Cylink stuff is out of my budget for personal use :)...The Second and Fourth Amendments do come to mind.",3
"Did you miss my post on this topic with the quote from The IndonesianHandbook and Fred Rice's comments about temporary marriages?  If so, I will be glad to repost them.  Will you accept that it just may be a practice among some Muslims, if I do?  Or will you continue to claimthat we are all lying and that it is ""not practised at all amongst Muslims"".I don't think F. Karner has to tell everyone anything.  Least of all thathe is lying.",0
"I'll pose a question here that's got me thinking:  what distinguishes""true"" religion from cults (I'm speaking generally here, not specifiallyabout Christianity)?  Jerry Falwell was on Good Morning America on Tuesday ostensibly to answer this question.  Basically, he said thattrue religion follows a message whereas a cult follows a person.But, then, Christianity is a cult because the message of ChristianityIS the person of Jesus.  So what distinguishes, for example, theBranch Davidian ""cult"" from the Presbyterian ""church""?  Doctrinaldifferences don't answer the question, IMHO, so don't use them asan answer.  -- Scott at Brandeis	""But God demonstrates His     ""The Lord bless you, and keep you;	 own love for us, in that      the Lord make His face shine on you,	 while we were yet sinners,    and be gracious to you;	 Christ died for us.""	       the Lord lift up His countenance on you,				       and give you peace.""		-- Romans 5:8 [NASB]		-- Numbers 6:24-26 [NASB]",7
"This isn't entirely true. It is true that TrueType fonts arelarger than their ATM counterparts, but ATM fonts *do* get minimalcompression. Running Stacker 3.0 report generator, I get:	 File Type:      Compression Ratio:	 -------------   ------------------	 *.TTF (TrueType)     1.4:1.0	 *.PFB (ATM)          1.1:1.0	 *.PFM (ATM Metric)  11.8:1.0Although the metric files are small, they compress quite largely.And, as you can see, even the regular .PFB files have *some* compression.So, doing the math on one such comparitive font file:TTF Times = 83260 bytes/1.4 = 59471 bytes (compressed)PFB Times = 51549 bytes/1.1 = 46862 bytes (Compressed)You still win out, even if the ATM Times font *isn't* compressed.Your mileage may vary depending on compression program.",12
"Posting this for a friendSunnyvale, California1982 Porsche 928 GTS Packageleather interioreuropean handling packagesunroofcruise control88,000k milesnew paintImmaculate in every way********** DELIVERY POSSIBLE TO DESTINATION WITH DEPOSIT ********$10,000 firmLow book is 11,500  High book is 16,000Phone (408) 296-4444 Frank RosquiAs new this vehicle was $74,000",16
"it seems the 200 miles of trailering in the rain has rusted my bike's headers.the metal underneath is solid, but i need to sand off the rust coating andrepaint the pipes black.  any recommendations for paint and applicationof said paint?thanks!",18
"And anybody who can get the keys from the escrow company.  This is adatabase that's going to take plenty of updating - they think they cankeep it secure?  Please...  and that's just primary, not secondarysources, such as police using the key under a warrant.  Would anyonebe surprised if they just ""neglected"" to erase the key if it turnedout they couldn't nail you on anything?",3
"What does this <censored> from NORWAY think he's doing telling ushow to run the place?  I wanna know... somebody please 'splain.Guess how NORWAY survived the Third Reich?  Give you a hint,it wasn't by passive resistance the way the Danes did it....",8
"The balls are used to reduce the amplitude of oscillations of the wire duringperiods of high winds.  I've seen what looks like paint cans filled withconcrete used for the same purpose.Mike Behnke             | Senior Tech/Advisor | Quid est illuidin aqua??Fermi Nat Accel Lab     | Equipment Suuport   |Batavia, Il.            | Computing Div       | PISTRIX!!  PISTRIX!!BEHNKE@FNALF.FNAL.GOV   |                     |My opinions are my own, not of the lab. So, if you don't like them, call",4
"No. I estimate a 99 % probability the Gehrels referred tois Thomas Gehrels of the Spacewatch project, Kitt Peak observatory.Maybe in the 24th century they could do gamma ray spectroscopy ondistant asteroids with an orbiting observatory, but here in theprimitive 20th we have to send a probe there to get gamma rayspectroscopy done.You have the info on Mayan Television yet?",6
"I recently acquired an AST Hot Shot 286 accellerator board for an 8088sans documentation.  Does anyone know what the dip switches on theback of the card do?  Did it come with software?Any help or information about the card would be greatlyappreciated.Thanks,Rob-- Robert M. Bultman                              |Speed Scientific School                        |University of Louisville                       |Internet: rmbult01@starbase.spd.louisville.edu |",13
Are there any X window servers that can run under MS-Windows??  I only know ofDeskview but have not seen it in action.  Are there any others??Thanks in advance.,12
"What evidence are you aware of. What was reported in the media, or all ofthe evidence that was presented at the trial.This sounds to me a lot like the first Rodney King 5 trial. A bunch of peoplewho saw 10 to 15 seconds out of a several minute long video, decided thatthey knew more than people who had sat through a two week trial.",10
"Hi all,I really thought that by now I would have seen somethingabout this, but I haven't, so here goes:  Last night onthe evening news, the anchorperson said something to theeffect that one of the SSRBs that was recovered after therecent space shuttle launch was found to have a wrench ofsome sort rattling around apparently inside the case.  Therewas no elaboration as to where specfically the item wasfound, of what type of wrench it was, but the anchorpersondid say something about a NASA official commenting thatthere would be an inquiry into how the thing got in the SSRB.Has anybody else on the net whose info sources may be better than mine heard anything about this?  It seems ratherweird.",6
